/home/hyperpotato/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/wandb/sdk/lib/import_hooks.py:243: DeprecationWarning: Deprecated since Python 3.4. Use importlib.util.find_spec() instead.
  loader = importlib.find_loader(fullname, path)
global_step=1036, episodic_return=[49.373314]
global_step=1049, episodic_return=[11.346719]
global_step=1058, episodic_return=[4.4139743]
global_step=1075, episodic_return=[13.78217]
global_step=1087, episodic_return=[8.430346]
global_step=1104, episodic_return=[17.107983]
global_step=1116, episodic_return=[11.035234]
global_step=1151, episodic_return=[29.578829]
global_step=1202, episodic_return=[73.5825]
global_step=1214, episodic_return=[9.883923]
global_step=1228, episodic_return=[11.138639]
global_step=1239, episodic_return=[8.547571]
global_step=1262, episodic_return=[12.186007]
global_step=1283, episodic_return=[13.664914]
global_step=1303, episodic_return=[17.944431]
global_step=1313, episodic_return=[7.8562207]
global_step=1331, episodic_return=[10.36663]
global_step=1351, episodic_return=[13.469153]
global_step=1380, episodic_return=[42.433372]
global_step=1408, episodic_return=[11.467732]
global_step=1421, episodic_return=[11.885272]
global_step=1438, episodic_return=[9.722403]
global_step=1456, episodic_return=[9.438201]
global_step=1470, episodic_return=[11.547862]
global_step=1494, episodic_return=[25.39861]
global_step=1531, episodic_return=[37.26705]
global_step=1542, episodic_return=[8.199955]
global_step=1556, episodic_return=[11.335049]
global_step=1580, episodic_return=[32.643375]
global_step=1601, episodic_return=[9.423699]
global_step=1615, episodic_return=[10.083982]
global_step=1641, episodic_return=[13.331328]
global_step=1664, episodic_return=[18.539227]
global_step=1690, episodic_return=[21.26236]
global_step=1728, episodic_return=[53.561813]
global_step=1744, episodic_return=[12.785809]
global_step=1800, episodic_return=[75.362564]
global_step=1811, episodic_return=[6.7732205]
global_step=1824, episodic_return=[9.124639]
global_step=1844, episodic_return=[13.597077]
global_step=1858, episodic_return=[11.199161]
global_step=1879, episodic_return=[16.273153]
global_step=1899, episodic_return=[21.264046]
global_step=1961, episodic_return=[97.51449]
global_step=1999, episodic_return=[53.476685]
global_step=2020, episodic_return=[19.682621]
global_step=2034, episodic_return=[10.205633]
global_step=2102, episodic_return=[99.47503]
global_step=2115, episodic_return=[10.1855135]
global_step=2138, episodic_return=[11.369141]
global_step=2162, episodic_return=[23.199018]
global_step=2180, episodic_return=[19.869024]
global_step=2202, episodic_return=[25.660316]
global_step=2233, episodic_return=[29.212904]
global_step=2249, episodic_return=[12.309811]
global_step=2269, episodic_return=[10.236407]
global_step=2300, episodic_return=[22.281132]
global_step=2321, episodic_return=[19.893126]
global_step=2331, episodic_return=[9.023624]
global_step=2339, episodic_return=[5.823754]
global_step=2363, episodic_return=[11.002746]
global_step=2374, episodic_return=[5.5372343]
global_step=2391, episodic_return=[13.635193]
global_step=2415, episodic_return=[29.092346]
global_step=2428, episodic_return=[10.140119]
global_step=2501, episodic_return=[105.61587]
global_step=2529, episodic_return=[25.623917]
global_step=2547, episodic_return=[9.909261]
global_step=2576, episodic_return=[9.18485]
global_step=2595, episodic_return=[15.185647]
global_step=2610, episodic_return=[10.779634]
global_step=2624, episodic_return=[11.897852]
global_step=2642, episodic_return=[10.145345]
global_step=2660, episodic_return=[13.941435]
global_step=2677, episodic_return=[15.289609]
global_step=2708, episodic_return=[18.565178]
global_step=2775, episodic_return=[64.804504]
global_step=2803, episodic_return=[19.396564]
global_step=2831, episodic_return=[30.548983]
global_step=2840, episodic_return=[6.0371704]
global_step=2885, episodic_return=[65.01788]
global_step=2898, episodic_return=[9.12903]
global_step=2913, episodic_return=[13.905805]
global_step=2929, episodic_return=[13.027397]
global_step=2979, episodic_return=[43.758533]
global_step=3034, episodic_return=[77.63846]
global_step=3047, episodic_return=[10.7655325]
global_step=3065, episodic_return=[6.3251114]
global_step=3079, episodic_return=[9.265965]
global_step=3100, episodic_return=[13.634541]
global_step=3116, episodic_return=[12.509376]
global_step=3131, episodic_return=[12.068329]
global_step=3144, episodic_return=[10.899767]
global_step=3174, episodic_return=[37.540413]
global_step=3197, episodic_return=[8.284193]
global_step=3233, episodic_return=[31.746256]
global_step=3251, episodic_return=[12.003909]
global_step=3282, episodic_return=[29.846346]
global_step=3297, episodic_return=[12.018544]
global_step=3308, episodic_return=[6.980605]
global_step=3320, episodic_return=[7.6232524]
global_step=3330, episodic_return=[7.2125564]
global_step=3355, episodic_return=[9.137254]
global_step=3389, episodic_return=[41.17556]
global_step=3410, episodic_return=[15.832323]
global_step=3436, episodic_return=[25.50225]
global_step=3452, episodic_return=[10.409573]
global_step=3484, episodic_return=[18.156382]
global_step=3503, episodic_return=[14.329272]
global_step=3536, episodic_return=[47.6273]
global_step=3566, episodic_return=[18.62559]
global_step=3592, episodic_return=[19.991528]
global_step=3604, episodic_return=[10.2368965]
global_step=3619, episodic_return=[8.058982]
global_step=3630, episodic_return=[9.160836]
global_step=3640, episodic_return=[8.241337]
global_step=3661, episodic_return=[15.224772]
global_step=3676, episodic_return=[11.548958]
global_step=3700, episodic_return=[14.204977]
global_step=3720, episodic_return=[8.851936]
global_step=3738, episodic_return=[8.7653675]
global_step=3767, episodic_return=[18.40547]
global_step=3807, episodic_return=[45.44641]
global_step=3819, episodic_return=[10.778039]
global_step=3833, episodic_return=[8.269405]
global_step=3843, episodic_return=[7.090103]
global_step=3885, episodic_return=[34.597366]
global_step=3894, episodic_return=[6.8435545]
global_step=3956, episodic_return=[53.08811]
global_step=3980, episodic_return=[12.746833]
global_step=3996, episodic_return=[16.508196]
global_step=4028, episodic_return=[25.808296]
global_step=4049, episodic_return=[15.510846]
global_step=4063, episodic_return=[9.63821]
global_step=4074, episodic_return=[8.863639]
global_step=4093, episodic_return=[16.019444]
global_step=4106, episodic_return=[8.605234]
global_step=4119, episodic_return=[8.946108]
global_step=4146, episodic_return=[26.242447]
global_step=4160, episodic_return=[10.848424]
global_step=4185, episodic_return=[25.680252]
global_step=4197, episodic_return=[10.251773]
global_step=4234, episodic_return=[38.7899]
global_step=4258, episodic_return=[24.81161]
global_step=4274, episodic_return=[13.477428]
global_step=4285, episodic_return=[8.154961]
global_step=4297, episodic_return=[8.190714]
global_step=4316, episodic_return=[14.633832]
global_step=4351, episodic_return=[23.943407]
global_step=4366, episodic_return=[14.825683]
global_step=4380, episodic_return=[10.86439]
global_step=4412, episodic_return=[26.366417]
global_step=4429, episodic_return=[17.30703]
global_step=4462, episodic_return=[33.21909]
global_step=4483, episodic_return=[16.082838]
global_step=4518, episodic_return=[23.951826]
global_step=4528, episodic_return=[7.6526365]
global_step=4558, episodic_return=[18.537014]
global_step=4570, episodic_return=[6.1636505]
global_step=4588, episodic_return=[12.043251]
global_step=4608, episodic_return=[12.357389]
global_step=4628, episodic_return=[12.37872]
global_step=4640, episodic_return=[10.048963]
global_step=4663, episodic_return=[17.073519]
global_step=4689, episodic_return=[21.473314]
global_step=4700, episodic_return=[7.9410195]
global_step=4711, episodic_return=[7.507121]
global_step=4733, episodic_return=[6.672391]
global_step=4752, episodic_return=[12.429984]
global_step=4761, episodic_return=[6.9110622]
global_step=4780, episodic_return=[15.171541]
global_step=4808, episodic_return=[20.739357]
global_step=4824, episodic_return=[12.86224]
global_step=4841, episodic_return=[13.085238]
global_step=4856, episodic_return=[12.285757]
global_step=4876, episodic_return=[17.414215]
global_step=4903, episodic_return=[29.09583]
global_step=4925, episodic_return=[12.067542]
global_step=4948, episodic_return=[23.91979]
global_step=4968, episodic_return=[17.156742]
global_step=4987, episodic_return=[14.252809]
global_step=5006, episodic_return=[9.159282]
global_step=5025, episodic_return=[10.569873]
global_step=5037, episodic_return=[8.927376]
global_step=5072, episodic_return=[19.855871]
global_step=5086, episodic_return=[5.3360558]
SPS: 726
global_step=5106, episodic_return=[15.489953]
global_step=5118, episodic_return=[7.6133156]
global_step=5143, episodic_return=[12.025674]
global_step=5153, episodic_return=[8.085894]
global_step=5172, episodic_return=[21.175655]
global_step=5196, episodic_return=[12.094889]
SPS: 453
global_step=5231, episodic_return=[28.442879]
global_step=5246, episodic_return=[9.789069]
global_step=5263, episodic_return=[17.319876]
global_step=5299, episodic_return=[37.194218]
SPS: 336
global_step=5313, episodic_return=[12.806061]
global_step=5341, episodic_return=[25.345438]
global_step=5365, episodic_return=[12.179857]
global_step=5378, episodic_return=[9.1616125]
global_step=5395, episodic_return=[15.43046]
SPS: 262
global_step=5446, episodic_return=[42.84441]
global_step=5459, episodic_return=[7.0911674]
global_step=5471, episodic_return=[8.7739]
global_step=5491, episodic_return=[20.780159]
SPS: 218
global_step=5508, episodic_return=[11.412045]
global_step=5521, episodic_return=[10.027426]
global_step=5544, episodic_return=[15.078829]
global_step=5560, episodic_return=[8.7126665]
global_step=5576, episodic_return=[12.590946]
global_step=5586, episodic_return=[5.082489]
SPS: 185
global_step=5617, episodic_return=[11.26776]
global_step=5633, episodic_return=[9.528634]
global_step=5687, episodic_return=[85.866425]
SPS: 159
global_step=5730, episodic_return=[45.730858]
global_step=5743, episodic_return=[9.15667]
global_step=5760, episodic_return=[12.524483]
global_step=5791, episodic_return=[35.663795]
SPS: 144
global_step=5823, episodic_return=[21.205116]
global_step=5851, episodic_return=[22.347937]
global_step=5862, episodic_return=[9.249783]
global_step=5891, episodic_return=[35.164036]
SPS: 130
global_step=5902, episodic_return=[3.804205]
global_step=5915, episodic_return=[6.331213]
global_step=5947, episodic_return=[23.735752]
global_step=5962, episodic_return=[14.892421]
global_step=5978, episodic_return=[11.254568]
global_step=5990, episodic_return=[9.244315]
SPS: 120
global_step=6009, episodic_return=[16.642769]
global_step=6030, episodic_return=[25.632849]
global_step=6062, episodic_return=[37.387547]
global_step=6088, episodic_return=[24.435577]
SPS: 110
global_step=6120, episodic_return=[28.265745]
global_step=6134, episodic_return=[10.908712]
global_step=6150, episodic_return=[15.729886]
global_step=6181, episodic_return=[38.4183]
SPS: 101
global_step=6208, episodic_return=[12.3445835]
global_step=6227, episodic_return=[15.135671]
global_step=6240, episodic_return=[10.596316]
global_step=6251, episodic_return=[4.9387364]
global_step=6262, episodic_return=[6.2834015]
global_step=6293, episodic_return=[13.462529]
SPS: 95
global_step=6318, episodic_return=[27.689678]
global_step=6337, episodic_return=[8.755061]
global_step=6353, episodic_return=[16.761728]
global_step=6366, episodic_return=[11.673758]
global_step=6386, episodic_return=[8.192569]
global_step=6397, episodic_return=[9.193049]
SPS: 91
global_step=6409, episodic_return=[7.989666]
global_step=6457, episodic_return=[74.63375]
global_step=6470, episodic_return=[7.9627934]
SPS: 87
global_step=6508, episodic_return=[48.827217]
global_step=6536, episodic_return=[38.441975]
global_step=6559, episodic_return=[16.933075]
global_step=6588, episodic_return=[32.61795]
SPS: 83
global_step=6603, episodic_return=[14.544406]
global_step=6659, episodic_return=[85.884834]
global_step=6674, episodic_return=[7.637608]
global_step=6696, episodic_return=[23.901377]
SPS: 79
global_step=6730, episodic_return=[29.000668]
global_step=6756, episodic_return=[23.802479]
global_step=6777, episodic_return=[12.22949]
global_step=6788, episodic_return=[8.165454]
SPS: 75
global_step=6805, episodic_return=[11.420519]
global_step=6848, episodic_return=[30.63047]
global_step=6864, episodic_return=[11.268239]
global_step=6879, episodic_return=[13.79512]
SPS: 73
global_step=6938, episodic_return=[53.329807]
SPS: 70
global_step=7009, episodic_return=[126.47219]
global_step=7040, episodic_return=[40.24205]
global_step=7089, episodic_return=[78.35202]
SPS: 68
global_step=7142, episodic_return=[35.15317]
global_step=7185, episodic_return=[46.061672]
SPS: 66
global_step=7207, episodic_return=[12.582804]
global_step=7235, episodic_return=[20.20708]
global_step=7259, episodic_return=[24.445337]
global_step=7293, episodic_return=[32.190327]
SPS: 64
global_step=7306, episodic_return=[9.834445]
global_step=7316, episodic_return=[9.015605]
global_step=7331, episodic_return=[11.130606]
global_step=7342, episodic_return=[7.8735824]
global_step=7352, episodic_return=[4.944583]
global_step=7369, episodic_return=[16.396353]
global_step=7380, episodic_return=[6.852586]
global_step=7390, episodic_return=[8.515335]
SPS: 63
global_step=7409, episodic_return=[17.167353]
global_step=7432, episodic_return=[20.387259]
global_step=7448, episodic_return=[9.28468]
global_step=7467, episodic_return=[19.229465]
global_step=7496, episodic_return=[33.384563]
SPS: 60
global_step=7529, episodic_return=[6.795876]
global_step=7561, episodic_return=[30.782326]
SPS: 58
global_step=7626, episodic_return=[120.795135]
global_step=7693, episodic_return=[110.677216]
SPS: 57
global_step=7706, episodic_return=[9.698195]
global_step=7724, episodic_return=[9.830873]
global_step=7754, episodic_return=[12.75985]
global_step=7779, episodic_return=[21.087925]
global_step=7795, episodic_return=[14.601067]
SPS: 56
global_step=7817, episodic_return=[20.369514]
global_step=7839, episodic_return=[10.874635]
global_step=7856, episodic_return=[15.748454]
global_step=7892, episodic_return=[25.565367]
SPS: 54
global_step=7910, episodic_return=[18.466932]
global_step=7956, episodic_return=[72.894684]
global_step=7968, episodic_return=[8.271121]
global_step=7995, episodic_return=[17.673075]
SPS: 53
global_step=8008, episodic_return=[9.3486]
global_step=8035, episodic_return=[10.862789]
global_step=8087, episodic_return=[82.31202]
SPS: 52
global_step=8106, episodic_return=[14.343013]
global_step=8152, episodic_return=[75.836395]
global_step=8168, episodic_return=[16.07152]
global_step=8177, episodic_return=[6.1722503]
global_step=8191, episodic_return=[12.75172]
SPS: 51
global_step=8219, episodic_return=[14.5078125]
global_step=8232, episodic_return=[8.386957]
global_step=8251, episodic_return=[3.7324433]
global_step=8262, episodic_return=[5.7473683]
global_step=8277, episodic_return=[9.021133]
SPS: 50
global_step=8319, episodic_return=[66.90462]
global_step=8330, episodic_return=[9.047532]
global_step=8352, episodic_return=[7.284026]
global_step=8393, episodic_return=[36.241505]
SPS: 49
global_step=8431, episodic_return=[26.964956]
global_step=8448, episodic_return=[19.36462]
SPS: 48
global_step=8503, episodic_return=[78.35542]
global_step=8514, episodic_return=[8.970042]
global_step=8549, episodic_return=[28.972355]
global_step=8599, episodic_return=[71.45575]
SPS: 47
global_step=8615, episodic_return=[15.889818]
global_step=8654, episodic_return=[23.06962]
global_step=8684, episodic_return=[14.83125]
global_step=8696, episodic_return=[9.113654]
SPS: 46
global_step=8710, episodic_return=[9.813757]
global_step=8740, episodic_return=[16.53283]
global_step=8766, episodic_return=[21.533924]
global_step=8791, episodic_return=[14.61392]
SPS: 45
global_step=8809, episodic_return=[13.541698]
global_step=8835, episodic_return=[18.822588]
global_step=8850, episodic_return=[12.385592]
global_step=8864, episodic_return=[12.2889595]
global_step=8898, episodic_return=[8.464546]
SPS: 45
global_step=8915, episodic_return=[14.8133955]
Traceback (most recent call last):
  File "discrete_SQL.py", line 207, in <module>
    q_optimizer.step()
  File "/home/hyperpotato/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/torch/optim/optimizer.py", line 373, in wrapper
    out = func(*args, **kwargs)
  File "/home/hyperpotato/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/torch/optim/optimizer.py", line 76, in _use_grad
    ret = func(self, *args, **kwargs)
  File "/home/hyperpotato/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/torch/optim/adam.py", line 138, in step
    self._cuda_graph_capture_health_check()
  File "/home/hyperpotato/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/torch/optim/optimizer.py", line 321, in _cuda_graph_capture_health_check
    capturing = torch.cuda.is_current_stream_capturing()
  File "/home/hyperpotato/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/torch/cuda/graphs.py", line 32, in is_current_stream_capturing
    return _cuda_isCurrentStreamCapturing()
KeyboardInterrupt
global_step=8977, episodic_return=[105.42391]
